sentiment,txt
positive,ما اجمل الاخاء
negative,﻿ طول عمرك تخاف من الحب أجل 
negative,لا هديله بالجزمة طبعا
negative,اذا الخبر صحيح انا اول شخص بطالب بالهجرة لاي دولة خليجية او اوروبية او حتى اسرائيل
positive,يا معين يا رب
negative,الى جهنم وبئس المصير
negative, يا اخوان انتبهوا الى انة اكثر المشتركين المايعين من لبنان او سوريا وهذا حالهم لان تركوا ملة الاسلام وتبعوا الميوع مع الشيطان
negative, سخافه مالها حدود
negative, جورج وسوف حلب مو طبيعي
positive,﻿صح فالابتسامه تصنع السعاده
negative, لا محالة أول شيء يحدث له بعد عودته للمغرب سيتم اغتصابه كالعاهرة
negative,الله يخزيك
negative,انا ضد المفاعل
negative, ياجماااعه يقولون بشار الاسد ماااات
positive,يُسعدنِي وُجودُكمْ بِالصَفْحَة 
positive,ياااارب قربني إليك وأقترب لي أكثر
positive,اللهم لم شمل جميع المسلمين
negative, اسخف لجنة تحكيم شفتها بحياتي
negative,﻿ تافهين جدا
negative, جابو المسخره لنفسهم الله لايردهم
positive,﻿صبأحكم امل مشرق و عطا متجدد كمأ شروق الشمس
positive,صباحك خير يا دكتور سلمان
positive,نعم احسنت ، واجبة على كل مسلم وحق لكل مسلم.. فتح الله عليكم
positive,ربنا يسهل
positive,﻿عين العقل و ربي
negative,﻿الله لا يخلف عليهم و لا يكثر خيرهم فعلن شعب مسكين و عبد الله النسور بطل رفع الاسعار 
positive,﻿الحمد لله على نعمه التي لا تحصى الحمد لله الذي تكفل برزقي الحمد لله لانه رب يستحق الحمد على السراء و الضراء
negative,﻿حسبي الله و نعم الوكيل في كل ظالم و مفتري و الله يعين الشعب
negative,والله حرق لاخوات الكلب
positive,﻿صباح الورد و لوجه طيبة
negative,مش من بني ادم انتي من جنس الحيوانات
positive,بجد ربنا يبارك فى كلماتك بتوصل والله
positive,ربنايقويك اتشجعي وخوذي قرار وخلي الصحبة الصلحة جنبيك
positive,اللهم أعنا على ذكرك وشكرك وحسن عباتك
negative,﻿للي مفكرين المفاعل راح يطورهم - المفاعل راح يدمر الأردن و المنطقة اللي حولها لأن الفساد الموجود بالأردن مش موجود بدوله أخرى وهذا يعني أن الفاسدين رايحين يسمسروا و يلهفوا لما يوصلوا اشكل مفاعل للأردن و ناسين أن المفاعل يحتاج إلى بحر ماء للتبريد و نحن لانملك ماء للشرب و ناسين أن التطور يكون بمشاركة الجميع و ليس بقرار فردي و ناسين أن الذي أقر المفاعل هو المحتكر الأول هيئة الطاقة و أن شاغرها بقي معلق أثناء فترة تسلم طوقان وزارة التربية و التعليم ؟؟؟ لدول المتقدمة بدأت تبحث عن بدائل للمفاعلات و احنا بنشتري الخربان منهم مشان التقدم و بلدنا بفضل الله لديها طاقة الرياح و طاقة الشمس لماذا لا يتم إستغلالها بدل المفاعل النووي طالما أكلنا معظمه فاسد و غير صالح بسبب الجشع و الطمع و الفساد.
positive,﻿أجمل ابتسامه
positive,ربنا يصلح حالنا جميعا
negative,﻿ يا ريتك ما كبرت 
positive,اطمئن يا قلبى فرزقى لا ياخذة غيرى
negative,رئيس مو عارف يحكي حرف الاس .. روح تخيب ولك يلعنها انيسه على هيك جحش خلفتو
negative, اين ذهبوا العلماء والمخترعين والمفكرين .. جرب في جرب
positive,صباح الحب من الله علينا جميعا
negative, سد بوزك
negative, واللله الناس دي ما شايلة هم ابدن علشان كده مسخرو نفسهم او كرامتهم راحت
negative, ﻻ تخليني اسب هون هاااااااات
positive,﻿صباح العفو و التسامح صباح الخير لوجه الخير
positive,﻿صباح الخير و الحرية و النصر
negative, يلعن ابو التخلف
negative, صج معوق
positive,﻿الحمد لله مااكرمك يا الله
positive,كن انت التغير الذي تريد ان تراه
positive,﻿صباح الخير و السعادة لكم
positive,يا الله عالمواساه يرحم ايام زمان
positive,﻿ و نجدد قلبنا بالإيمان مع بعض 
positive,الله يوفقنا لصداقة امثالهم
positive,﻿ نسأل الله العفو و العافية
negative,ويوجد البديل الطاقة المتجددة !
negative, صوتك وحش
negative, اش التفاهه هاذي ......
negative, فيديو بايخ
positive,كلام رائع وفي وقته وربنا قادر علي كل شئ
negative, تكالبت عليه الكلاب ولم تسمح له بالبروز بعد البرنامج
negative,لا احدالاخوة
positive, صح جدا
negative, المرأة تهان وتعامل كأداة جنسية تحت مسميات عديدة كالمسيار والمسفار والمصياف... إلخ وكلو بتمنو
negative, سامجين بس يمسخرون المشتركين وقاحه 
negative,﻿ دمرني النصاني هودعيك يربي بطني
positive,اللمة هي احلى اشي بالافراح
positive,احبك ربي 
negative,الاشغال
positive,فاظفر بذات الدين تربت يداك
negative,يلعن الساعة الي بشرت فيك
positive,وانا من الناس اللي فعلا محتاجين يحاسبوا نفسهم ويصلحو من نفسهم لاننا عارفين انه لا ملجأ لنا الا لله
positive,اللهم اسعد كل انسان
positive,اللهم اصلح حال المسلمين
negative,هو أحنا خلينآ نخلص أم هالبرجين الللي صرلهم positive6 سنة وبعدين بنفكر نعمل نووي " سلمي " هههه من الديسي
negative,  بيجيبو الشيوخ ليسهزاءو فيهم
positive,من ترك شيئا لله عوضه الله خيرا منه
positive,﻿كلامك يشعرني بالتفاؤل ... و يمدني بالقوة و الاستمرار
negative, شعب سخيييييييييف
positive,اي والله
positive,﻿كلام سليم الف بالميه و الله
negative,بالله تسكتوا خلينا بحالنا بدناش مشاكل ايه
positive,﻿يا رب بناتنا و شبابنا كلهم يستطيعوا العمل بهذه النصيحة يا ريتا كلنا نتذكر أننا كلنا دعاه للإسلام بأخلاقيتنا و الصفات الحسنة
negative, لكن هذا البرنامج السخيف الرخيص واضح التمثيل فيه 
negative,والله ايلى اختشه ماتوا 
positive,سلمت يداك روعة
positive,ظني بالله جميل
positive,﻿انا بدأت و اتحرك و شاركت بفكرة ستغير الكثير من واقعن
